rating,review,sentiment
4,"--- American tourist ----
Wong Kei is A very  typical old fashion Chinatown restaurant. Very old furniture, very working class, not trendy, not cool, ""you get the best value here"" attitude of service. BUT I highly recommend it!
1. Price is damn good for most chow fun, fried noodles and soup noodles. Cheaper than the United States Chinatown in NY and SF. For other dishes, prices are average NOT cheap.
2. Roast duck is very good but NOT as good as Four Seasons around the corner which still has the BEST duck in London!  Half duck with NO bone is 11.5 pounds at Wong compared to 14.5 pounds with NO bone at Four (number may be off slightly but conclusion is the same). If you want the best duck, go to FOUR.
3. The wonton soup at Wong is average. Soup is meaty, little salty and not clear, not very tasty. Good wonton soup should be clear and strong with seafood (shrimp) taste. Wonton itself is average average although each one has a big piece of shrimp! It could have some MSG in it and it will taste a lot better!
4. Beef stew flat noodle soup is not bad and it is very vinegary. This type of strew is not common in Cantonese style. 
5. Tea is FREE.
Bathroom is acceptable marginally. Service is ok, not great.
Bottom line, good authentic Cantonese noodles restaurant BUT with very affordable prices earns Wong Kei  ****.
CASH ONLY, BUDDY!",1
2,"I've tasted fantastic Chinese food and this place definitely is NOT fantastic Chinese food. 
We ordered beef ho fun noodle and wonton soup noodles and they were both subpar, according to my Hong Kong parents. The table next to us was eating Peking duck, and the duck looked like it had been hacked by an amateur. 
Service is where it gets bad. They looked mad when we asked for extra bowls and chopsticks. And, when we asked to ""add tea"", the waiter looked at us in disbelief and said ""add tea??"" He then took away our tea pot and didn't return it for the duration of our meal. 
What kind of Chinese restaurant is surprised that it's customers drink tea? Tea is like, all Chinese people drink. 
Finally, the servers got mad when we walked up to the counter to pay, as if they were afraid we were going to run. As we left, a server was arguing with a customer, who yelled that the server ""didn't know how to treat women."" The server just stood smugly at the door with his arms crossed and didn't let those customers in. We didn't get the whole deets but you get the point, service is terrible. 
To be honest, when I look back at this experience, it's so ridiculous it's funny.",-1
1,"This is probably the worst Chinese restaurant. The waitress is so rude. The service is really bad. What she wants is for customers to leave fast, which she makes it really clear to us. I know it is rush hour but she lets us share a table with a group of other customers. We did not enjoy our lunch there as the atmosphere is uneasy and awkward. 
As for the food, the sour soup is really really bad, slimy and disgusting and cold. If you want the real Chinese cuisine, do not come to this place as it is so not representative.",-1
1,"If there were a zero rating, this place would get it. We made a bad choice going here. We saw the young waitress become impatient, and shout at 4 older Asian women who were ordering their food and asking questions. Our food was okay only. We failed to notice the great little Viet restaurant across from Wong Kei where we had Pho the next day! Give this a miss, it's not worth it to spend any money here. I wonder at how such young women waitresses could be so angry and hate their jobs, perhaps they are not paid well and with their service they likely don't get tips!",-1
4,"Whenever I am feeling starving this is my go to place. Cheap and quick authentic Chinese food. Portion sizes are huge and it's perfect for large groups. 
Be prepared that if you go by yourself or with someone else that you get seated with other smaller groups. The menu is extensive and you really are spoilt for choice! Whatever you pick it's all delicious. 
My dishes of choice are always Singapore noodles, Pork chop and Aubergine on boiled rice, or Braised Brisket of beef on boiled rice. 
Free unlimited Chinese tea and quick service! Remember Cash Only.",1
1,"Walked into this restaurant on our honeymoon with my Chinese-Canadian husband at which time we were promptly seated upstairs with the rest of the non-Asian people (I am white Canadian) and were immediately and absolutely appalled at this racial segregation in 2017!! The floors stunk of chlorine going upstairs. Then we were seated at a ""shared table"" when there were plenty of smaller tables for 2 downstairs. There were also tables of 4 upstairs which I was told when we asked to be seated alone. We were on our honeymoon after all. We walked out, absolutely appalled by this service. This separation would never happen in a Canadian Chinatown. Disgusting - what way to turn away customers.  No matter how good the food, this is not ethically ok and clearly for appearances sake only. This restaurant should be ashamed of its behaviour.",-1
4,"Ok I can't fault this restaurant other than their too-hilarious-to-be-mad-at-them shoddy service. 
Luckily I was armed with the knowledge of very low expectations over the service and the expectation of being very disappointed, that I thought nothing would surprise me but boy, I so wasn't ready for this lol!  
When we first arrived I scanned the room and took in the working class Chinese man's cafe tables, and thought okay... not complaining. I'm only here for the food! and then I looked over at the gaggle of staff hanging around the bar and then one stuck two fingers at me lazily (basically indicating a table for two) and I said yes and then he waved us off in the direction of the stairs. He didn't escort us upstairs nor did he come to the front to greet us. It felt very self service, almost empowering :D 
We then helped ourselves to the best table of 4 after realising there weren't a table for 2 around but the waitress hurriedly ushered us to a 'table for two' which we later realised was a shared table with another two customers!!!?? I tried to protest but in vain as the waitress was having none of it. Honestly, the whole concept of customers are always right and you must prioritise customer's needs before anything else are completely foreign to these people. 
The other two customers were as surprised as we were but later whispered that at least we all got into the exclusive dining area normally reserved for Chinese folks and as a Chinese myself, I got my non asian friend a free pass to the exclusive club which had linen covered tables with comfy enough seats compared to the greasy cheap looking mish mash of tables and chairs downstairs.
We were so fortunate that our fellow neighbours were such cool peeps and abit like the shared benches in Wagamama, we were like 'can you pass the soya sauce please?' etc. I mean I totally would've shared their food too (if they'd let me). Totally. Love the fact that Wong Kei forces us to interact with complete strangers. Such a unique perk. Also they know the issues with London's first world problems in their lack of communication with one another and has set itself on a mission to break these barriers. ;-) So admirable!
Our neighbours even helpfully smacked down some annoying flies and wiped it off the table for us. :') The flies acted as a bonus decoration ;-) The authenticity in this restaurant to the Far East is so in tune. You want abit of China? Go to Wong Kei!!  
If a food restaurant other than your typical Mcdonald's and Burger King, offers a drive through speedy service then this is it! The whole service was comparable to a factory conveyer belt. Time is precious and every second counts despite the fact that the restaurant was half empty with ample amounts of unoccupied tables and chairs scattered across the floor. Compared to your typical Chinatown establishment, this one takes the prawn cracker! As soon as we were seated and handed our menus, a waitress hovered above waiting to take our order (like less than a minute after we sat down). When I asked her to come back in a few minutes, the look on her face was utter shock. Truly funny to see. Honestly our table was wicked. We interacted with our neighbours and made such jokes that the same waitress came back looking horrified with nose flaring, that we were enjoying ourselves lol. 
Now onto the food. This is what I came for. Prices have gone up ever so slightly since well, the last recorded menu prices online) but still remain ahead of competition in terms of value, portion and quality. We had hearty meals of won ton noodle soup which was laden with won ton dumplings that when I finally demolished those meat parcels, I was actually surprised to see noodles underneath it! For a fiver, it truly was the epitome of eastern comfort food like bangers and mash is to English folks. For the side, we opted for bean curd with chilli and salt. I would totally recommend it to anyone because once you try it, you can't stop! Might need some water at hand because they don't use that msg sparingly!! 
Service is quick. You're in and out of there like fast food. In fact so quick you needn't worry about time. What they lack in service they more than abundantly made up for in quality and quantity of food.
Question of whether you're genuinely welcomed sits in the balance. Service charge is optional (thank goodness!!) and the waitress counted the money at our table (quite insecurely) after hovering nearby for a while whilst we emptied coins from our purses lol! Not to forget that the tea is freeeeee!  
Coming here is an experience onto itself like a ghost ride in a theme park. You love to hate it. All in all, I'd definitely be coming back here in a rush!",1
1,"The worst restaurant I have ever been to in my life, I would give a 0 stars if I could. Service was appallingly rude and barely even acknowledged us, and the food wasn't much better. A few of the waiters even went out of their way to make our experience miserable once we complained. PLEASE DON'T BRING YOUR BUSINESS HERE.",-1
2,"I have a dear friend in London who recommended this place, as I walked in I thought this could be a big mistake but I took the plunge....OMG this was horrible .. Not for localvores aka organic eaters.... I fear I will regret this later!
My stomach went upside down with the tea, I knew I was in the wrong place for my tastes....cheap food and boy you can taste it.
I made it through the night, .. This place is well worth the experience, cheap Chinese.. Gotta  love it. The fried chicken is so salty and pressed dry like a salt dish bomb #195 ... The sweet n sour pork # 79 or 78 was boney like waitress said would be ... Quite tasty but pineapple was so canned, I knew if I did not stop I would not do well later. Would not trade the memory or experience for the world, total must do at least  once. Thanks Abigal....",-1
3,"Cash only.
Cheap Chinese food. They almost pride themselves about being rude.  Waiter looks at me and says, ""dap toi, share table!"" 
I was lucky enough to sit next to someone who's mentally unstable.....fun...entertaining. He was talking to himself the whole time!
I don't care. Craving cheap Chinese food... And yes, I'm sick of fine dining.
Had duck over rice. Blah. 3 stars only because I didn't get sick. £5.50 which is cheap, considering I've been having £40 meals all week.",-1
4,"Wong Kei used to be a go-to place for me when visiting London in my youth. It was a good place for a quick, reliable meal to start or end an evening in the pubs around Covent Garden and Leicester Square.
Visiting London again, I thought it would be good to renew my acquaintance with the place after what must be 15 years, particularly because I was traveling with a friend who grew up in Hong Kong - I was keen to get his take on the experience.
I am glad to say Wong Kei did not disappoint after all this time. Apart from the staff's fun uniform t-shirts, everything else was exactly as I remember it. The brisk, efficient service was as unfriendly as ever. The plastic bowls and flatware was as classy as ever. The seating arrangements were as communal as ever. But best of all, the food was as tasty and good value as ever. I was always a fan, and I still am.",1
5,"As soon as you walk in, they tell you to go upstairs!
This place was great. I was warned ahead of time that the service would be awful, but that wasn't really my experience at all.
The food was dirt cheap, tasted great, had huge portion sizes, and came quickly. The servers aren't necessarily super attentive or overwhelmingly chatty, but who cares? They brought my delicious and reasonably priced chinese food to me quickly. That's all I cared about. I would recommend this place and go again.
They only take cash, I didn't know this beforehand but there's an ATM/cash machine a block away so it wasn't a big deal to run and grab some cash money!",1
3,"This is your typical Chinatown restaurant, and if you're looking for that sort of vibe, this is perfect for you and your friends! I was asked to meet a few friends here from Hong Kong for dinner before we went to the theatre. They heard it was famous for their bad reputation so they wanted to try it. I personally do not understand why they came all the way from Hong Kong to the UK to have Chinese food, but there is neither here or there. 
Food: If there's food in front of me, I'll eat it! I completely forgot what we ordered, but my friend pouted and said they all looked the same: stir-fried bbq pork, stir-fried vegetables, stir-fried a whole bunch of stuff and deep-fried tofu with chillies. Whatever we ordered, it came quickly and that was a good thing for us because we were in a hurry.
Atmosphere: It has a typical Chinese cafe-style atmosphere: busy, tacky oriental art, and a slight layer of grease on the wall that comes with a dive like so. Where the chairs are from an 80's diner and the plastic cutlery and crockery has been used so much, their logo is wearing off. If you're looking for 5 star dinning, you've come to the wrong place. If you're looking for fast, cheap eats, look no further than this lovely dive full of oriental tourists getting upset that it's not up to par with their home cooking or Chinese students that miss home and did not want to have instant noodles tonight. 
Service: The service wasn't that bad. I do want to say, it was surprisingly good based on their bad reputation. We walked in, told them how many people and were seated accordingly. In typical Chinese fashion, sometimes you may need to wave them down to get some service, but I feel that is the norm for busy restaurants.",-1
3,"I first went to Wong Kei in 1984 back when it was in its peak ""HOW MANY YOU?  UPSTAIR."" mode and ate here at least once a week when I still lived in London. I've lived overseas for a good few years but always make a point to visit WK when I'm back in London. The dishes had no change over the years at all: a good thing. March 2017, my first trip back since 2010, and the taste is much the same but now you can't order off menu and the portions are smaller. Also, the mixed meat chow ho fun didn't have liver in, which while not everyone's favorite did make it tastier. I'll always come back but the incredibly solid consistency has gone; it was a good run...",-1
3,"UPSTAIRS! Yells the wait staff for a bunch of tourists who are apparently here for the insults and terrible service. Wong Kei reminds me of a place back in San Francisco where a very famous waiter (Edsel Ford Fung of Sam Wo Restaurant) would insult unsuspecting patrons for not tipping, spit in people's food, and slamming food on the table.
I figured with the curt treatment the place is a cheap, no frills, get in and GTFO kind of place the moment I stepped in. I didn't even need to read the Yelp reviews to know that I'm going here just for the food and not fancy table service. As soon as I enter, the waiter acknowledges me and tells me to share a table downstairs. Not even seconds later I'm asked if I know what I want. I politely asked for a menu and was given one instantly. That probably my first mistake. You should already know what you want. They run a very tight ship here and I was put on the spot like on the episode of Seinfeld where the Soup Nazi was scolding patrons for taking too long in the soup line and sent to the back for not following his rules. I settled on the roast duck noodle soup and it came faster than you can say, ""Long live the queen"". The food was delicious, the service was meh. The locals seem to come here a lot and don't mind. I really didn't mind since I've experience much worst service in the past. 
The prices here are so ridiculously cheap that you're getting a great deal. There is no service charge and VAT is already included. Cash only!",-1
2,Generous portion with below average's quality of food. Prices are very reasonable but don't expect to have good quality of food.,-1
5,"If you want fast, good quality, delicious Chinese food, Wong Kei's is the place in China Town for you!
Stick to something simple and it's delicious - I can highly recommend the half/quarter crispy aromatic duck with pancakes (delicious!), the salt and pepper (chilli) deep fried squid is delicious.
The noodle soup with beef brisket or pork is also really yummy, full of flavour and meat.
The portion sizes here are great and you certainly won't leave hungry.
You should definitely try and sit on the ground floor as it's more open and airy than the upstairs floors. I love it in here, and even though the staff aren't overly friendly, if you're polite and thankful to them, they are actually very friendly back! 
Definitely check out Wong Kei's, especially because of the delicious food and GREAT PRICES!!! Enjoy!!!!!!!!!!",1
2,"Since my last visit here, the Wong Kei has certainly not lost none any of its endearing charm. To be fair, there was a little less ""throw it at you"" on this ocassion but trying to engage in conversation with any of the staff proved to be a rather pointless task.
Anyway, food is just about ok, it could be my age but all the dishes seem to be merging into one another. 
Had it not have been for some ridiculous ""one way pedestrian"" crowd control system on Chinese New Year, we would probably have ventured further down Gerrard Street.",-1
3,"Looking for a rough and ready Chinese served at lightning speed at rock bottom prices? Hit up Wong Kei. 
Having gained a (somewhat deserved) reputation for its scornful staff slamming down your dishes, disappointingly, it wasn't the case this time. They were fine - not friendly exactly but civil. 
Although, we were smelling distance from the toilets. Oh, and one of our tea cups had a faint lipstick stain smeared on it. 
But, hang on a sec because there're some good points too. The food is tasty. And it's dead cheap. Like £5.50 for a huge plate of heartwarming crispy noodles, tender beef and crunchy pak choi.
For that price, I'd almost expect a bit of old lippy on the crockery. 
Give it a go, if you dare - an essential London experience.",-1
2,"We walked in the establishment and were directed upstairs. We were a party of four. Coming from the west, we wanted more of the traditional dishes we were used to. We ordered starters and the RUDE staff did not want to let us keep the menu to order entrees. We did not feel welcomed and were under the impression that they wanted us to get the f%^*+ out. ALL of the staff was rude. Very very difficult and did not want to try and meet our needs. 
However the food was very tasty and the Singapore noodles were great.
The stars are solely for the taste of the food. This restaurant could easily be a 5 star place if the staff would change their attitudes. 
Average priced. 
Very old fashioned decorations. 
Bathrooms were somewhat clean.",-1
3,Wonky's,-1
3,"Low price casual eatery with plates £5-8 and complimentary tea with equally cheap casual deco and free sullen service. Crispy fried noodles disappointing, soggy non-crispy noodles, weak gravy, fish balls flat compressed bland. Dry beef hor fun much better, tasty and fragrant though greasy. This dish just saved from otherwise lower rating.",-1
4,"Wong Kei used to be infamous for cheap, filling Chinese food and rude waiters who would scold you and it was all part of the fun. I used to go as a student a long time ago and so it's officially a London eating 'institution' in my book. For me, the brusqueness of the staff translates to efficiency which I would take any day over ineptitude and slowness which drives me mad.
It was the first time I've been back since the re-opening or new management or whatever happened. On this occasion I was dining solo (always a good spot for solo dining) and was immediately directed to one of the solo dining tables right in the entrance area. The waiter came straight over and asked me what I wanted. I kind of like that, taking me for a regular because if I did know, I would just say right away. I asked for a menu instead since it had been a while...
I ordered a wonton soup and singapore noodles. Pretty straightforward.
My order came quickly and I was surprised to see that the wonton soup was a large bowlful with plenty of wontons which were really good. Prawn and pork, freshly made with big chunks of prawn with a good ginger note. It made me think how good this was especially for the price around £3.50 vs the £11 bowls of ramen noodles that have sprung up everywhere (was never comfortable with paying £11 for a bowl of soup noodles).
Singapore noodles also didn't scrimp on the meat and shrimp and a good sized portion. A bit overly salty not helped by the salty soup but overall solid.
Complimentary tea.
So. If in the mood for a quick spot of Chinese in the centre of town and want to get served quickly with no hype and no queues then come here.
Great value and good food. Still love Wong Kei and the quality seemed better than before.",1
2,"When you wind your way up the stairs of Wong Kei, you'll realise that this sprawling plaza of a place is truly labyrinthian and equally the stuff of food based nightmares. 
The food as you may know, is not really Wong Kei's selling point, as much as it is a masochistic tourist attraction; the town's hottest perturbing immersive theatrical experience you'll ever go to or like surprise speed dating for sadists. 
Normally when entering a restaurant, a server will acknowledge your party and seat all three or two or four of you at an accommodating table. Here you'll be shoved into any seat anywhere, separated from your group like Nemo from his family and left to flounder and eat awkwardly in front of strangers, four flights away, up into an adjoining space in what seems like breaking into or being smuggled into an open-plan office block/ come restaurant floor next door to sit with said random people, whilst you're left to recount your steps and your experiences thus far. 
On being escorted away from my dining companions, I'd have lost my mates if I hadn't grabbed a discarded prawn cracker at a nearby table and left a Hansel and Gretel-like trail back to them. 
So, I ended up joining an adjoining end of table, table. On my own, within waving distance of one of my friends, but I had to muscle in on another couple who had been lucky enough to sit together. 
It took sometime to get a waiter's attention, but it didn't take long to realise that the couple I'd been proffered to give my services to as a third wheel and Capering Gooseberry, had not just been stuck for conversation, but were simply too frightened to ask for; water, a napkin or anything else you'd usually expect at a restaurant. 
Finally a waiter, dashed to my attention. 
""Drink?""
Just as I flicked my eyes down to the menu to enquire, he was off. Fed up by my too long split second hesitation. 
The food came quickly, in fact when it did arrive it almost hit the linen before the plates did. 
""Noodles"", my waiter announced. *Slam* ""Chilli Beef"" *Slam*. Down went the bowls, whilst before they hit the table, the broth defied gravity remaining in mid-air and began cooling from the gust of wind created from the clipped turn of my waiter's back again.
He'd gone! Thank Christ, but I'd still not ordered my drink. I saw a couple of my friends separated over on two other tables making perplexed gestures to me in nervous fits of laughter. I thought they were having a good time, but I was to discover their waitress did not linger, who's laconic tone implied she too could give even less of a rat's rear about my or their whining on about being thirsty. In the end she abandoned herself from their table for mine, offered me a drinks menu and rolled her eyes so hard I thought it'd affect the gravitational pull of the moon.  So I did the darnedest of things and ordered what was to be a flat sodding cola. 
Well, if you must hanker for Anglicised greasy run of the mill Chinese food, go here, go simply for the terrifying experience and GO ON, GET OMLETTE AND CHIPS I DARE YOU!",-1
4,"A true classic. Busy busy , authentic cooking. Great ambience, very much at the heart of a Chinatown experience. Have been here since 1987 at regular intervals.",1
3,"Like the other reviews have said, the workers are not exactly the most welcoming or helpful and at times rude. As a first-timer at Wong Kei who was a little overwhelmed at the many choices, a waiter came over after 2 minutes of seating us told us to stop wasting her time when we couldn't tell her what we wanted to order, even though the restaurant wasn't packed. But regardless, we were starving, and the food came quickly, was cheap but a good value for the huge portions, and tasted decent enough for poor college students in London. 
Restaurant is cash only!",-1
3,"** Cash Only ** 
This place is decent - large menu and food quality was pretty good.  Not the best Chinese food I've had, but also not the worst.  Service isn't that great (poor actually) as others have noted.  If you want a quick reasonably tasty meal, this place will fit the bill however.",-1
4,"This spot is always on my go to list whenever I visit London. You come here for the quick, cheap food and rude service and not much else. If you are visiting, definitely try this out for the experience.",1
2,"My god. I've never had such terrible beef hor fun in my life. The noodles were tasteless and greasy, just a huge disappointment. 
The sauce for the mapo tofu was starchy and boring, basically just seasoned with a load of salt or soy sauce. 
The roast duck rice was average as well. The meat wasn't terrible but it wasn't great.
And to be honest, it isn't that cheap as well. Oh well. Come here if you wish, though I really don't recommend it.",-1
4,"My husband and I stumbled upon this place by accident.  We were walking down Chinatown to find a quick bite to eat before going to the theater.  My husband asked a complete strangers if the restaurant was good. He said, this restaurant is known for it's rude service but the food is amazing. So hubby decided that this is where we would dine.  
Once insided, we were lead to the second floor and were seated with the couple we asked outside about this restaurant.  The male happened to be a local and his wife was was California.  This meal turned out great!!!  My husband has the wonton soup, I had the crab and corn.  For our main, my husband had crisply beef and I had the spicy aubergine. The service was quite good. We did meet several wait staff.  I thought they were playfully rude which I actually enjoyed.  
This was our first meal here in London.  We enjoyed the food, the service and our impromptu dinner dates.  A big PLUS was the theater (for Book Of Mormon) was just around the corner.",1
4,"I admit it, I go to Wong Kei... and I LIKE it!
So they closed and reopened, and some things have changed. The prices went up a little (not by that much), although the portions are the same, the staff got a little friendlier and service just a tad slower. But what's important remains the same. It's a place where you can get a plate of relatively good Chinese food quickly for not a lot of money. It's by no means the best food in the world but it is at a price that's cheaper that the rest. 
By all means go to the buffets in Chinatown, but unless you eat smart, you're losing out, the drink you have there will push you to the £10 mark... At Wong Kei, eat in, and your tea is free. I don't go for the really elaborate dishes, they specialise in the one plate meal in my opinion, rice or noodles with something on it. Larger plates are a pretty much a plate of the main, and you then order rice on the side, good for groups. I've only once ordered off of their Chef's specials list - udon with seafood and XO, and to my surprise I loved it, but it was expensive, so don't think I'd get it again. That and most of my colleagues didn't really appreciate it...
So stick to the basics, don't worry about sitting at the communal table (people, it's meant to zig zag so you're not sitting next to someone, please learn this! Talking to you Mr sweaty businessman who proceeded to elbow me for my meal and cluck that I was in his way - I was there first!). And enjoy the experience, yes the staff can be surley, but they're meant to be!",1
4,"Ever since hubs saw the menu and found out there was eel with black bean sauce on the menu he was sold. This was the first sit down restaurant that we headed to in London. 
We went here for dinner around 8pm on a Saturday evening and were seated on the basement (may be called the ground floor) and service was prompt and efficient. We ordered the eel, hot pot with tofu and Singapore style thick rice noodles. Hubs loved the eel since this is not something we have in the USA or at least in Michigan and ate all but two pieces. The tofu hot pot had fish tofu as well as the regular braised tofu. As is typical with everywhere but the US, the hot pot was smaller than what I was expecting but tasted on par with the average hot pot. Lastly, the Singapore thick noodles were pretty tasty, but I found the curry flavor be not as strong as it's done in the states. The flavor was still good and contained mini shrimps, BBQ pork, onions, and sprouts. 
Given the price of around 25£, it's a great place to grab a reasonably priced, some may even say cheap eat when you are looking for a Chinese fix in London.",1
5,"Okay first off, this place is awesome. You're might think that it's probably awesome because of the food. Wrong. Or that it's awesome because of the service. Nope. Or that it's nostalgia from child-hood days (You might be right). But overall no. It's pretty much the best place in Chinatown because of the no fuss (read: efficient) service, down and dirty, give the customer what they ordered and with complimentary tea. No service charge, but it does go appreciated so leave what you can.
What elevates it above most other place, is the chilli oil. Hands down the best chilli oil in all of chinatown. Nobody else does it. Nobody else has re-created it. I have literally eaten here and nearly eaten half a glassful of the stuff. I know that's probably not a badge to be proud of, but it is just that good and I probably wouldn't eat here as the food is nothing special without it. Cheap, but not special.
Recently however, they've started raising the prices a little and portions are quite variable. You used to always get a gigantic (how do I finish this) portion. But nowadays you could get that, or get something a little more manageable. This said, The price of the dish I always get, either the shredded chicken/pork fried noodles (always make sure you get crispy noodles) or the belly pork/bbq pork on hot rice have increased from £3.80 and £4.00 a decade ago to £4.80 and £5.00 today. Take into account inflation and this is probably a below inflation increase, you still get unlimited tea and the amazing chilli which haven't changed a bit.
If you're a wetherspoon snob however, and you know who you are, you absolutely won't like this place and this review won't convince you otherwise. For others that like to give new things and try and risk poor service/variable quality good, Wong Kei is great, you just have to understand how it all works. What appears rude service on your first visit is actually efficiency engineered over many decades. After all, if you're there on your own sitting at the front, why would they give you a menu?? You should already know what you want, and most people do!
PS. Like other budget chinatown places. Cash Only. They also do takeaway. I kid you not, sometimes you can get this from ordering to in your hand in less than 45 seconds. They give you a little container of chilli oil, but do it properly. Open up your chinese foil takeaway box and add more yourself.",1
4,"Apparently it's been a long time since the good old days of waiters telling you to piss off because there's a queue outside and being amusingly rude. Anyway, they're still reasonably priced (cash only, folks) and the food remains good. I wouldn't say it's a life changing culinary experience, but it usually delivers and I never had to send anything back. The trick is to order food from the back of the menu; basically lots of options of meat with rice or noodles. It's even cheaper and the portions are huge; you won't miss out for not ordering the ""posher"" sounding dishes on the first few pages.
I can't stand green/jasmine tea, but if that's your thing you'll get it for free to your heart's content. There are some communal round tables where you sit in close proximity with strangers; if that's not your thing keep in mind it's always a risk. :)
If you want a chatty and smiley staff this is not the place to go (as it happens with most chinese places where staff is usually tired and overworked anyway), but if you like quick and good chinese food in central London, do try. I love sitting there during off peak hours with my tablet and munch on rice and meat while I people watch. There are always some amusing customers around, and sometimes the interaction between them and the staff isn't so smooth. Ah, the good old Wong Kei will always be the good old Wong Kei. ;)",1
