rating,review,sentiment
2,"**SPOILER ALERT** I'm going to rain on this parade.
I spent a miserably cold and wet Saturday in a 9-5 exam class in the City.  To lift the spirits, I dragged my boyfriend to Bone Daddies for an early supper on the way home.  I suspect I was in the queue mentioned by the first reviewer (I overheard him talking about Cocoro!)
We ordered chicken karaage, yellowtail sashimi and edamame to start.  As mentioned in a previous review, the karaage was not crispy and I, too, believe that it may have been preperared and reheated.  The flavour was correct but overall it was disappointing -- afterall, what is fried chicken without its crispy shell?  The yellowtail sashimi was also nothing special: fish slices drenched in a non-descript soy-based dressing and sprinkled with coriander leaves.
One portion of tonkotsu ramen, one portion of chicken tantanmen ramen.  Both came out barely warm which makes clear how these dishes are prepared.  
Method: 
1. Put stone-cold ramen noodles into bowl
2. Ladle broth over noodles
3. Top with more stone-cold (pre-prepared) ingredients: split soft-boiled soy-braised egg, meat (char siu slices in case of tonkotsu, minced chicken in case of tantanmen), soy-braised bamboo shoots, beansprouts and wakame
4. Serve
Bone Daddies, this doesn't work.  Basic formula: cold ingredients + soup that is not hot enough = lukewarm noodle soup dish.  Any Asian will tell you that prior to constructing any noodle soup dish the noodles must be dunked into a vat of boiling stock or water.  This heats up the noodles which then ensures that the noodle dish is hot.  Or, failing that, just ensure that your broth is nuclear hot.
This all detracted from what could've been two very flavourful broths.  Unfortunately, we couldn't tell (although I think the tonkotsu had potential): heat brings out flavour, remember.
I had high hopes for this place but, like in any good ol' black and white love story, slipped out of the joint into the damp night with a heavy heart.",-1
3,"This is an old school fast food Chinese restaurant the kind that used to line the streets of America's Chinatowns.  It is a tremendous bargain, and very reliable.  I am not a fan of the crispier duck dishes served in London.  I prefer the more succulent versions.  We had a shrimp cashew, a vegetable dish, and a pupu platrrer appetizer on the fixed menu.  I enjoyed the shrimp dish the most.  If you love no frills restaiurants this place will do!",-1
3,"Cheap & cheerful, if you're in a rush this place is ideal, super efficient service. Downstairs is good for single diners & upstairs you either share a table or get your own if in a larger party. 
Dishes can be hit & miss, but you can't really complain when they are about  5GBP per dish.
What happened to the rudeness, they've got more polite over the years!",-1
2,"Big fan of ramen and was looking forward to digging into a bowl of hot broth when we arrived. We ordered the fried chicken along with two bowls of ramen (T22 and miso). When I get a bowl of ramen I expect the soup to be steaming hot. Unfortunately, the soup was just warm so marks off for that. The miso one had way too much miso which overpowered the chicken bone soup and made it too salty. 
Last but not least, we found the fried chicken was served raw and this was after we ate most of it.  After inspecting, manager was very apologetic and tried to blame it on the fact that they use corn-fed chicken which didn't make sense to me. However, the meal was on the house which was a nice gesture. Anything less and I would have given a one star review. We were very worried after the meal but thankfully didn't get food poisoning! Will probably not be going here again.",-1
4,"Deserves its awards. One of the best Chinese restaurants in the Capital. In the cool and expensive category, at least. I went with Chinese friends from Beijing who thought that the food was very good. Believe me, they are hardly ever complimentary about Chinese food in the UK! The beefs? Well, the teas are seriously good but at £5 for a small pot they're a bit of a rip off. And the seats. Oh, the agonising kiddy height seats cunningly combined with the massive support under the table that keeps your feet folded under you. I am really short at 5'7"" and I got cramp. STILL ... I would eat there every week if I could afford it. The decor is really uber chic and the take away sweties and tea counters are good.It is not that expensive to lunch off dim sum and they are seriously good.",1
4,"This is a top place, at a price. The food is excellent and portions are bigger than you might expect, so order small and add if you need it.
Arguably a little dark and claustrophobic, but you could say that's the atmoshere. They like to serve you quickly, to keep the tables turning over.",1
4,"Came here during my first night in London. Got there and was told the wait for 2 people would be 1hr+, but my coworker said they're usually faster than the estimate so we went inside and got drinks. While we were in line to check in, a waitress came by holding free samples of sherry, chai, and champagne - how delightful! 
By the time we got a spot at the bar and ordered/received our drinks, we were called to our table. We got a chance to through the menu while we were waiting at the bar so we knew what we wanted to order when we got seated. This has to be the favorite place I ate at during my short trip in London. 
We ordered a variety of things: the lamb chops (my fave!), chicken curry, garlic naan, corn on the cob, a salad, and some other vegetable dish.  Our waitress was great - she was super friendly and gave us recommendations. Everything was delicious! I would definitely come back to try other menu items. They also have free wifi (for those traveling with no cell service like me).",1
5,"I'm no expert in Indian food but this was AMAZING. We got:
- vegetable samosas (5/5)
- pau bhaji (5/5)
- chicken ruby (5/5)
- chilli malai pomelo (5/5)
- dishoom chicken tikka roll (4/5) - not a very shareable plate as the rest of them, and I wish they had told us - I also feel it's a lackluster dish compared to the many other better options
- house black daal
- lamb boti kabab (5/5) - they managed to make a 'dry' dish still delicious and flavourful
- gunpowder potatoes (5/5)
- side of basmati rice & garlic naan (5/5)
We also got chaijitos and the viceroy's old-fashioned, both expertly crafted cocktails.
I would highly recommend going to this place! We sat on the veranda and it was very cosy, with great food and great service.",1
5,every dish was seasoned and executed just right; very small restaurant with small rooms,1
3,"Hearing reviews that this place was known for their duck, we made a specific trip to Chinatown to experience it for ourselves. Unfortunately, it felt like another restaurant at any Chinatown where the food was bland and just average.
Our main dishes were the Roast Pork/Pork Belly, BBQ Pork, Roast duck. All the food was served at room temperature. We had some greens but nothing spectacular or memorable.
Maybe it is a London Chinatown practice, we were shocked to be charged GBP 2.5 for a bowl of rice. Given we ordered 5 entrees, we assumed that we would get a bowl per entree and were disappointed when our bill arrived.",-1
5,"This is a fantastic restaurant and bar which offers great meal and drink options for breakfast, lunch and dinner. 
It is the ""go-to"" please for Indian in East London but make sure you get there early in the evening to get a table as it's super busy and popular most nights of the week!",1
5,"We planned on eating here to get our London-Indian fill before we even left for our trip. When we arrived to the location, we found a line way out the door and the doorman said the wait to get inside was about an hour and a half and the wait once you were inside was another half hour. My husband looked at me like I was clinically insane when I said we would wait. But we did wait and it did take about 2 hours to get sat down at a table. I tried to order a little too much because we were so hungry at that point, and the waitress reined me back in. When we finally got that food, the wait was all worth it. Best Indian EVER. We got chicken ruby, tikka paneer, and lamb raan bun with naans and rice and holy moly we raved about it the entire trip. HIGHLY RECOMMEND THIS PLACE. Wait for it, it's worth it.",1
3,"I agree with another reviewer that this is a great restaurant for socializing, but the food can go either way.  I arrived as part of a group of five, and we sat downstairs around a (too large) round table with benches.  It was a work-meeting at lunchtime, so non-alcoholic, and I had a delicious lemongrass-flavored iced tea. The waiter was extremely friendly and attentive, but the ordering and delivery of food was confusing, in part because it is all small dishes, and in a group it was difficult to figure out how much to order and sharing some of the dishes proved awkward.  Some of the deep fried stuff was great, but some of the others - meh.  Also, the bill escalated quickly, as all these little dishes add up very quickly.  I would suggest this as a place to go with one or two others who like to share, but it was not great for a larger group.",-1
1,"The staff mixed up our booking. 
We arrived before booked time and were told our table was given to someone else because they thought we booked for an hour earlier. I even showed them the email confirming the actual booking on my phone. No apologies, nothing. 
We were treated better in a sushi place. 
Very poor service. Not recommended.",-1
5,"I guess in the end it all comes down to one questions, does the hype match the results? And in this case I'm happy to say it did! Like many people in London Ive heard about Dishoom over and over and over it was going to make my ears bleed.
The wait wasn't crazy, we waited about an hour and a half for a table, and this lovely little chica came along with some sherry for while i was waiting in the queue, in the little chai cups reminiscent of my time in India. Not only this but I had a cocktail that really brought me back, using a reduction of thumbs up! I was so impressed i raved at the bartender about it for 20 mins and that made the time go fast. I really tasted the thunder in that beautifully put together drink.
Finally the atmosphere was electric and the décor was perfectly in tune with the Parsi Cafe vibe that Dishoom tried to set, now i was worried about food, living in Mumbai for 4 years of my life, meant i had tried some of the best and most authentic Parsi delights the world has to offer, but Dishoom played it off in style, i loved the beautiful simplicity of the dishes while really hitting home those flavours, everything was delicious and the service just as expected. 
Definitely will be visiting again!
Peace & Love",1
4,The food here is no doubt good and worth the wait. The waiters are known to be rather rude but they've improved since the last I visited in December. The noodle and rice dishes are aromatic and tasty and you don't have to wait long to get a table!,1
5,"Bacon and egg naan and bottomless chai for breakfast?? Erm, YES please. Amazing. The food was so good we actually asked for the menu back to order more (but filled up on chai instead). 
I have tried to come here on an evening but the queue is just too long for me...I get hangry pretty quickly. So breakfast seemed like a great solution: no queue, calm and relaxing, and bacon and egg in a naan. 
I will definitely be coming back (probably armed with snacks to keep my hanger at bay while I wait in the queue for a table) so I can try their dinner menu!",1
5,"Fantastic Indian food!  The dahl was amazing, the naan hot, the flavors terrific.  I came with a friend we shared about six different small plates, each one better than the next. There was a line to get in, it was worth waiting for. 
 Our waiter was helpful in deciding what we should order and the drink menu was terrific as well.
Will return!!!",1
2,Im still looking for any sort of flavor in the vegetarian ramen (am i asking for the moon?!),-1
4,"A really great chinese. the food is super cheap, but that doesn't mean it's low in qualityquite the opposite in fact! You can get all our favourites on the menu, and the waiters are really entertaining too.",1
3,"It's kinda sad if this is the best ramen that London has to offer. I got their classic Tonkotsu X which was very very plain. The noodles were too thin and the broth didn't quite any punch. I should've ordered an egg to go with it, but the side black garlic sauce was a good choice.",-1
4,"Very good Indian place: clean, close-enough-to-authentic, and you don't walk out smelling like you've been sitting in a kitchen all day (especially if you're wearing a sweater that day). Chai is good, but pricey. And their wifi is called ChaiFi (super clever name, but didn't work that well when we went).",1
4,"I had no idea that this was a chain (you'll see my other experiences with London chains soon - ugh) when my Aussie pal brought me here fo cocktails and endless rounds of dim sum. Being from Vancouver, where Chinese food is practically the local cuisine, I have high standards for my dim sum, and I (mostly) wasn't disappointed!
The decor and menu were interesting, and we ordered round after round of the yummy dim sum - 10 orders and prawn chips between 3 of us. 
Favourites included the crispy prawn balls (we ordered a second round of these) and the shu mai. The crab spring roll, shrimp har gow and prawn and shitake dumplings were also delicious. 
For me, the only miss was the veggie steambuns- wayyyy too sweet for my taste.
The cocktail list was fresh and inventive - I tried a fennel and apple martini, a basil, lemon and black pepper martini and a vanilla vodka lemonade that tasted like Lucky Charms. Yum! Just one question - when we order mixed fancy fruity cocktails here in Vancouver, they are generally made with 2 ounces of liquor, but I am sure that these were just made with one. I noticed this a few other places in London - is this standard?
The service really petered off by the end of the night - in order to make this a five star experience the wait staff really needs to keep the standards high thoughout the whole night. 
On the whole, give it a try!",1
1,"Markedly unprofessional behaviour by front of house staff on a Tuesday afternoon. Rude, dismissive, and unwilling to answer simple questions regarding wait times and availability. I will not be returning.",-1
2,"preparation//
my friend and i decided to check out this restaurant because of its honorable mention in my 1001 destinations book
tucked away in an alley...almost like an exclusive member's only entrance
so if it's your first time, be sure you have a smartphone so you can find this place easily
my friend and i walked in without a reservation and were seated immediately! yay!
ambiance//*****
wow how luxurious!  from the members' only entrance to the foyer and then into the dining area
there's a sort of quiet elegance to the place...*think* lawry's where you're surrounded by other tables, yet given privacy to engage in your own conversation
service//****
we were seated immediately after a long day of running around and catching a musical so this was a welcome end
we had a fairly attentive server that made recommendations and periodically checked with us on the refill of our drinks
food//**
they had interesting fusion dishes
i'm not sure if it was because of the overwhelmingly high expectations for yummy indian food, but i've had equally good indian cuisine in asia for a much more affordable price especially when the portions are considered
~*~
as far as upscale indian dining experiences go, this is probably as good as it gets! however, as a foodie, and price vs. taste...i'd consider this a bit out of a splurge!",-1
3,"I don't get the hype. Their signature tonkotsu ramen with 20 hour pork bone broth is, IMO misguided. It's thick from the long stewing, almost a gravy, but to my taste buds lacking in the right flavor. I'd much rather have a thinner broth with more taste. I've gone several times to confirm and I have - the ramen is just not that tasty. It's OK. Nothing special.
I'd give it fewer stars except I do think the appetizers are quite good, especially the yellowtail sashimi, fried chicken, and soft shell crab. If only the ramen were as good as the appetizers.",-1
5,"You're not going to find many Michelin starred Chinese food restaurant, and Hakkasan is one of them (in fact, I think Alan Yau's other creation, Yautcha is the only other Michelin starred Chinese restaurant). And it doesn't disappoint: A trendy, dark lit setting, with comfortable seating, plus good food and service.
 Starting off, we ordered dim sum (prawn har gau anyone?), which was good, but not spectacular. For mains, among the dishes we ordered included the roast chicken in satay sauce (which was good) and the sauteed roast duck (which was brilliant).
 The friends I took were non-alcoholic, so we abstained from the strong selection of wines and cocktails (though there were non-alcoholic cocktails). The only obvious downside is the price.",1
5,"BEST.BRUNCH.EVER.
Beaut location and it just looks and smells nice.
And it's rather cheap! 
I've now been here a few times and every time I'm so happy.
I always have the naan with bacon, eggs and chilli jam, but I've tried a few things from their lunch menu and they're also scrumptious.
I mean, seriously, you all need to go.
But it gets booked up really quickly so bear that in mind ;)",1
4,"Dishoom for me is a go-to place more for the ambiance and the menu, which tries to encompass Mumbai food in a booklet.
I got pretty nostalgic looking at the menu, but promise is one thing and delivery another. The food is strictly okay. The over expectation probably added to the disappointment levels. I had the koliwada prawns, naan, chicken and vada pav. Nothing except the vada pav left me dazzled. 
This place does make you love it though. And for someone from Mumbai, it makes you very very nostalgic - the service is super quick, staff is very busy, there's Thums Up Float and Nimbu Paani on the menu, the decor bears some touches of an Irani restaurant. All remind you of home. I am particularly thankful to Dishoom, and I am not being dramatic here, for including Thums Up and Malabar Coffee to their menu *tears of joy*.
Should probably try their Irani food and breakfast spread next time. It's all about second chances.",1
3,"Came for dinner with a friend - plan was to eat around 8:30 PM on a Wednesday, but the line was insane, so we went to the pub around the corner, had a pint, came back and the line was gone. We were seated promptly and put in our orders. I was a little hesitant to go to this place as I like my steak a certain way (blue - as in, almost still alive) and it almost always disappoints in the UK (because a steak ordered blue in Britain often comes out as medium rare or even medium - ick! And British people get twitchy if you send food back in restaurants, so it really is rolling the dice). But my friend really wanted steak and this seemed like a good option in the neighborhood.
As others have noted, there are no menu choices - only desired level of doneness for steak. I ordered mine blue. We also got the house Bordeaux, which paired nicely with the food. When the steak came out, it actually was blue! Success! But the plate was so ripping hot that it was starting to convert the beautiful bloody meat to a grey overcooked mess, so I had to be uncouth and evacuate it to the bread plate. The server gave me a ""wtf"" look and I tried to explain, but she didn't speak English, so they probably just thought I was a weirdo, but whatever. That's better than ending up with overcooked steak.
Overall, it was a reasonably good dinner, but for £24, I could make myself better steak frites. Nice atmosphere, though. I'd say it's worth it if you want a simple, pretty good meal, but it's definitely not worth waiting more than a few minutes. If the line is long, probably better to find someplace else.",-1
3,"Excellent service and okay food. Service was as expected for a Michelin starred restaurant. We went on a Monday for lunch and it was dead but I would assume it gets quite packed at night. The restaurant interior is very trendy with a large bar.
Duck salad was the stand-out dish with crispy duck pieces complemented by pomelo and grapefruit to lighten it up.The grilled Shanghai dumplings really just looked like run of the mill pot stickers or gyoza. The crispy duck rolls were loaded with duck but when eaten without the sauce they lacked flavor.
Crispy duck salad, with pomelo, pine nut and shallot
Jasmine tea smoked organic pork ribs
Grilled Shanghai dumplings
Crispy duck rolls",-1
5,"Amazing find. Really is the most beautiful/romantic restaurant in the world. Try to sit in the conservatory if you can. Creative cocktails, great wine. Truffle parpadelle was amazing!",1
3,"I'd been dying to go here for weeks. Tonight all the stars aligned and I landed a table after only about a 10 minute wait. 
In truth, I was a bit disappointed- I expected soooo much more. I suspect that it was my own build up based on reviews than their actual shortcomings. All in all, the steak was good, fries were tasty, and the sauce was interesting... sadly, it was a long way from the best steak I've ever had and odds are, I'd try another steak house before going back...",-1
4,Favorite spot in Shoreditch. Especially great for lunch. The door can have a spotty maitre'd sometimes who doesn't seem to want your business (the only down star) but the food and waiters are absolutely exceptional. I could eat here every week!,1
4,"The agedashi tofu is one of the best I've had outside of Japan. The soyu ramen was also on point. However, please please PLEASE train your staff to know what ""togarashi"" is when I or anyone else asks for it. I speak pretty good Japanese, but asked for it in English multiple times. Only the Japanese member of staff knew what I was after and brought it. In Japan, it's on the table in every ramen shop I've been to. Consider putting it out to avoid this problem.",1
3,"Perhaps it's a case of the Yelp curse- a well-rated restaurant with reviews that set your expectations so high, even a great restaurant couldn't possibly live up to the hype- but I wasn't all that impressed. 
If you stumbled on this restaurant and had no idea what it was, you'd probably rate it 2 stars. Why? Let's see. After waiting outside (not terrible I must admit) you're rushed into a jam-packed restaurant, only to be sat at a table so close to the one next to it that it must be pulled all the way out before it's shoved back trapping you in the booth. Then you're met by a ""waitress"" who appears to be dressed for Halloween who asks only ""how do you want it cooked."" At this point you had better have figured out you're there for steak, or you're screwed. They then scribble your preference on a paper table cloth and are gone. Someone else comes by less than 30 seconds later, throws a forgettable salad down and disappears. Five minutes later a different waitress returns, tosses down a plate of steak smothered in watery green sauce and overcooked, soggy fries and is gone. Sure you get two servings, but I'd trade quality over quantity any day. 
In short:
Service? Non-existent, and my standards are low. 
Steak? I've had better off a George Foreman grill. 
Green sauce? Seemed a bit watery and rather flavorless given all the hype. This can't be the best London can do. 
Overall? Not terrible, but certainly not five stars. I thought the meal was ""good,"" but certainly not exceptional. 
Full disclosure: I lived in Texas for a few years, so maybe I'm biased, but I've had better steak at even upscale chain restaurants like Ruth's Chris, and better fries at Five Guys. Go for the experience, if you must, but set expectations accordingly.",-1
4,"Being from San Francisco, where I can get good, high quality dim sum anytime, anywhere, I would say that Yauatcha is up there. 
Stopped by here on my family's last day in London. Since we were in the chinatown/soho area, we figured we can try Lond's version of dim sum. After some yelping, I came across Yauatcha. Hearing that they have a Michelin star, I had high expectations when I visited. The restaurant was huge, having two floors and also a sweets/dessert station. My family and I sat downstairs. The restaurant was beautifully decorated that was modern with an asian twist. 
After looking over the menu, we ordered some cocktails and a few dishes. The dishes are small for a dim sum place but it was expected since this was more of a fancier take on dim sum. Everything that we ordered was delicious! Also the drinks were great. I the only thing was the price. I figured that the price reflected not the food but the owner and status of the restaurant. 
Overall, I would definitely recommend to anyone who is not from San Francisco.",1
4,"We ate at both branches Soho and City.  Both had amazing food.  I would give the City branch the win on service although both were good.
We ended up at the Soho branch after trying with out success to talk to anyone next door at Duck and Rice (I believe under the same ownership). Working on the principle of if you cannot say something nice do not say anything at all.
You can see how Yauatcha got its Michelin.  Amazing food served beautifully.  
The desserts were incredible maybe not very Asian but beautiful to the eyes and mouth 
Prices are a value but higher than you would pay for Dim Sim in NYC or Toronto",1
4,"Great service - fast paced environment but very welcoming.
Great for sharing and food is delicious! 
Lots of small plates so you can try loads of different things. 
Very busy - but always accommodating",1
4,"Good ramen!  
I ordered the Tonkatsu Ramen, I thought it was nicely done.  I like a rich fatty broth, and they had it here at Bone Daddies.  
My friend ordered the TanTanMen but it was something like peanut or sesame ramen.  That was just OK - a bit too heavy and rich and nutty.  I think she's gonna stick with the standard ramen next time.
Sitting on the table was a jar of raw garlic, a garlic press, and a little jar of hair elastics - VERY useful for anyone with long hair!",1
3,"I went to Hakkasan once with my friend and her boss together with their clients. It is overall a great place with tasteful (but just a little too commercial for my liking) interior. Lighting was particularly bad on the table; we could not even read our menu properly.
 The food is great but not superb considering the amount that we paid. The roast duck with caviar was £150! The total bill came to about £1000 for eight of us. The service was fantastic but I can't help but wonder if it was because we were spending so much. I heard from friends that they were really stringent with the 2 hour slot that you get when you book the tables. However, we booked the table for 8.30pm and we stayed for the entire evening till about 12 midnight!
 On the whole, I would say that this is a restaurant with good food and designer interior. However, it is not a place that warrants all the talking and all the hype.",-1
